situacion,zona,propuesta_id,titulo_propuesta,enlace,apoyos,categoria,aparece_en_mesa,orden_detectado_en_mesa,aparece_descartada_en_mesa,decision_mesa,aparece_en_final_126,fiabilidad_lectura_mesa,extracto_acta,razon_exclusion,informe_inviabilidad_url
Final pero no detectada en mesa,Zona Pisuerga 2,8144,Cerro de las contiendas: parte baja en linea con C/ Monasterio de Santa Espina,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8144,31,Medio Ambiente - Limpieza,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Mesa pero no final,Zona Sur 1,8094,Finalización del carril bici del Paseo Zorrilla YA!,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8094,193,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,1,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa pero no final,Zona Sur 1,8065,Carril bici y peatonalización del Puente Colgante: Avda Salamanca-Pº Zorrilla,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8065,130,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,3,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,Excede del millón de euros.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8065
Mesa pero no final,Zona Sur 1,7981,PLANTACIÓN DE ARBOLADO EN CARRETERA DE LA ESPERANZA,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7981,67,Salud y consumo - Animales | Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza,SI,12,NO,Seleccionada / ratificada por la mesa,NO,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,"La plantación de arbolado en una vía pública conlleva la reurbanización de la totalidad de la calle, incluidas las infraestructurasy conducciones subterraneas que deberián planificadas de tal forma que el arbolado no supusiera un menoscabo de las mismas. Se debe tener en cuenta que la colocación de arboles es incompatible en aquellos lugares donde existen redes de alumbrado y/o saneamiento por el daño que sobre las mismas pudieran causar, por lo que se estima inviable la plantación aislada de árboles sin la reurbanización de la calle entera.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7981
Descartada por mesa y fuera de la final,Zona Sur 1,7953,Mejora de la zona del Río Pisuerga,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7953,219,Urbanismo,SI,4,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 7953: propuesta incoherente, sin exposición clara y ambientalmente no aceptable.","La mesa de zona considera que como conclusión final que La propuesta no delimita el ámbito territorial de actuación ni contiene una exposición clara, concreta y motivada del proyecto, así como la incoherencia e inexactitud de lo dispuesto tanto en título como en descripción, lo que supone un incumplimiento de lo dispuesto en el artículo 8.5.b y 8.5.c del Reglamento. Asimismo, desde el punto de vista ambiental, la actuación planteada no se considera aceptable ni sostenible en los términos en que se formula.  
 La información municipal señala que está  de acuerdo con lo que indica la mesa.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7953
Descartada por mesa y fuera de la final,Zona Sur 1,7952,Reurbanización de la Calle Juan de Herrera,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7952,160,Urbanismo,SI,14,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"ID 7952: solo presenta título, sin descripción ni justificación motivada.","La mesa argumenta en un primer momento la inconcreción de la propuesta en su descripción concluyendo quepresenta únicamente un título, sin incorporar descripción ni justificación motivada de la actuación. En consecuencia, no cumple los requisitos establecidos en el artículo 8.5.b del Reglamento, lo que impide su adecuada valoración técnica. 
La información  municipal indica que implicaría una reducción del número de plazas de aparcamiento",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7952
Descartada por mesa y fuera de la final,Zona Sur 1,7951,Calle Esteban Jordán,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7951,157,Urbanismo,SI,16,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7951: carece de exposición clara y motivada del proyecto.,"La mesa argumenta en un primer momento la inconcreción de la propuesta en su descripción concluyendo que presenta únicamente un título, sin incorporar descripción ni justificación motivada de la actuación. En consecuencia, no cumple los requisitos establecidos en el artículo 8.5.b del Reglamento, lo que impide su adecuada valoración técnica. 
La información  municipal indica que implicaría una reducción del número de plazas de aparcamiento",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7951
Descartada por mesa y fuera de la final,Zona Sur 1,7949,Francisco Rincón Reurbanización,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7949,154,Urbanismo,SI,17,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7949: planteamiento no claro ni concreto; incumple requisitos mínimos.,"La mesa argumenta en un primer momento la inconcreción de la propuesta en su descripción y concluyendo que carece de exposición clara, concreta y motivada del proyecto y no incluye información suficiente sobre su alcance, incumpliendo lo establecido en el artículo 8.5.b del Reglamento.
La información  municipal indica que implicaría una reducción del número de plazas de aparcamiento",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7949
Descartada por mesa y fuera de la final,Zona Sur 1,7654,Suelo de caucho en parques infantiles,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7654,153,Urbanismo,SI,8,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7654: no delimita ámbito territorial ni exposición motivada suficiente.,"La mesa argumenta en un principio la inconcreción de la propuesta pese a nombrar varios lugares, pero no concertado sobre ninguno en el ámbito de actuación, para concluir que la propuesta no delimita el ámbito territorial de actuación ni contiene una exposición clara, concreta y motivada del proyecto, lo que supone un incumplimiento de lo dispuesto en el artículo 8.5.b y 8.5.c del Reglamento. Asimismo, desde el punto de vista ambiental, la actuación planteada no se considera aceptable ni sostenible en los términos en que se formula.  
La información municipal señala que está  de acuerdo con lo que indica la mesa.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7654
Descartada por mesa y fuera de la final,Zona Sur 1,8301,ARREGLAR ACERAS EN CALLE JOAQUIN RODRIGO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8301,153,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8301: defecto ligado a obras privadas; no debe ser inversión municipal.,"La mesa argumenta en un primer momento que el mantenimiento de la acera que se nombra se encuentra en mal estado debido a las obras de instalación de ascensores y no debe ser una inversión municipal los desperfectos que llevan a cabo obras de carácter privado de los edificios concluyendo que la propuesta no permite identificar con claridad la actuación planteada. Además, la calle mencionada presenta una gran extensión y no se delimita el ámbito territorial concreto de la intervención, incumpliendo lo establecido en el artículo 8.5.c del Reglamento.
La información  municipal indica que implicaría una reducción del número de plazas de aparcamiento",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8301
Descartada por mesa y fuera de la final,Zona Sur 1,8349,Remodelación aceras,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8349,148,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8349: actuación de mantenimiento; se excluye del listado final.,"La mesa argumenta, en un primer momento que en la opinión de la misma es una propuesta que no se debe llevar a cabo en el marco de Presupuestos Participativos y sí que debe llevarse a cabo en el mantenimiento general de las mismas concluyendo que la propuesta no se encuentra suficientemente motivada y no plantea mejoras o modificaciones sustanciales, por lo que se considera una actuación de mantenimiento. Este tipo de actuaciones no se corresponde con el objeto del proceso, centrado en proyectos de inversión.
La información  municipal indica que las aceras de las calles Velázquez, Montes y Martín Baró, no precisan de una remodelación sino de pequeñas intervenciones de mantenimiento primario.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8349
Descartada por mesa y fuera de la final,Zona Sur 1,8535,PONER BADENES EN CALLE GABILONDO A PARTIR DEL N25,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8535,33,Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8535: la mesa no considera viable la intervención y prioriza otras opciones.,"La mesa no considera viable dicha intervención habiendo control policial casi-permanente considerando prioritarias otras opciones.
La información municipal indica que  la sección de la calle y la generación de ruido no lo hace recomendable. Coincidencia con observación Mesa.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8535
Descartada por mesa y en la final,Zona Sur 1,8027,Remodelación de la Plaza Juan de Austria.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8027,206,,SI,10,SI,Descartada / inadmitida por la mesa,SI,alta (revisión visual acta completa),ID 8027: no puede considerarse inversión válida; carece de descripción suficiente.,no puede considerarse inversión válida; carece de descripción suficiente,
Descartada por mesa y en la final,Zona Sur 1,8080,8080-Mejoras polideportivo pisuerga,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8080,102,Deportes,NO,,SI,Descartada / inadmitida por la mesa,SI,alta (revisión visual acta completa),ID 8080: mejora que debe asumirse como mantenimiento ordinario; se propone excluirla del listado final.,mejora que debe asumirse como mantenimiento ordinario; se propone excluirla del listado final,
Mesa y final,Zona Sur 1,7950,Calle Aurora (Reurbanización de la mitad de la calle vieja),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7950,193,Urbanismo,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,8049,8049-Nuevos bancos y columpios en la Plaza Doctor Quemada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8049,146,Parques y jardines,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,8120,Mejora del alumbrado y parada de autobús en la Plaza Doctor Quemada,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8120,106,Transportes y movilidad | Urbanismo,SI,11,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,7562,Punto de acceso BIKI en la zona del Museo de la Ciencia,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7562,97,Transportes y movilidad,SI,9,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,8499,Conexión de carriles bici en Pº del Hospital Militar.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8499,86,Salud y consumo - Animales | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,8088,Carril bici en Paseo de Zorrilla y Avenida Salamanca por Avda. Medina del Campo,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8088,79,,SI,5,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,8113,ESTACION BIKI EN PLAZA CREPÚSCULO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8113,52,Deportes | Participación ciudadana - Asociaciones | Igualdad | Transportes y movilidad | Seguridad y emergencias | Urbanismo,SI,13,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 1,8086,CREAR UN CICLOBARRIO EN LA FAROLA - PLAZA DE TOROS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8086,49,Igualdad | Servicios sociales | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,SI,15,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Final pero no detectada en mesa,Zona Sur 1,8246,Remodelación y sustitución del césped artificial F11 y F7.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8246,147,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 1,8317,Crear vestuarios en el Campo de Futbol El Palero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8317,145,Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 1,7833,MEJORA DE LA SEGURIDAD PEATONAL EN PASO DE CEBRA DE PLAZA DEL EJÉRCITO,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7833,60,Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 1,8202,Mejorar iluminación del paso de peatones de la calle Ultramar con calle Estadio,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8202,44,Transportes y movilidad | Seguridad y emergencias | Educación,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Descartada por mesa y fuera de la final,Zona Sur 1,7660,Quitar hoyos en el suelo de al lado de la pajarera del Campo grande (inadmitida),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7660,49,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),"Acta III Zona Sur 1, pág. 10: se comunica que sigue inadmitida y no puede formar parte del listado de propuestas.","La mesa en un primer momento plantea una posible inclusión de la propuesta ID 7660 argumentando que cumplía con todos los criterios que se deben valorar y por unanimidad de la mesa de zona y por tanto incorporándola como primera propuesta de reserva al listado, si bien a la vista de la información de técnicos municipales se declara inadmitida.  
 La propuesta formulada se declara inadmitida, ya que no es una propuesta de proyecto de inversión , (artículos 3 y 8 del Reglamento de los Presupuestos  Participativos). El contenido de esta propuesta se trasladará al  área gestora para su conocimiento y efectos.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7660
Descartada por mesa y fuera de la final,Zona Sur 2,7572,Acumulación agua exteriores colegio El Pilar,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7572,340,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Seguridad y emergencias | Urbanismo | Educación,SI,10,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7572: la mesa la desecha; debe dirimirse con Aquavall y no por este proceso.,"Por unanimidad los miembros de mesa deciden deben desecharla por cuanto los presupuestos participativos no son el cauce para la acometida de la obra; debiendo el asunto dirimirse con Aquavall ya que requiere la reorganización del espacio exterior. Por lo que la actuación planteada afecta a infraestructuras vinculadas al ciclo integral del agua cuya gestión corresponde a Aquavall, entidad pública municipal especializada, por lo que su resolución debe tramitarse mediante los procedimientos ordinarios de gestión de servicios públicos, y no a través del proceso de presupuestos participativos. y que, por tanto, la propuesta no se ajusta al objeto del proceso definido en el artículo 1 del Reglamento, al no constituir una inversión municipal susceptible de decisión participativa.  
Además, el informe municipal indica que existe el compromiso de la JCYL de intervenir en esta zona junto al SEPI para eliminar el problema.",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7572
Descartada por mesa y fuera de la final,Zona Sur 2,7962,Acondicionamiento y mejora de zonas exteriores IES Pinar de la Rubia/CEIP Alonso,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7962,325,Deportes | Participación ciudadana - Asociaciones | Igualdad | Educación,SI,3,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7962: actuaciones educativas de competencia autonómica; se solicita exclusión.,actuaciones educativas de competencia autonómica; se solicita exclusión,
Descartada por mesa y fuera de la final,Zona Sur 2,7961,Pasarela peatonal y ciclista Santa Ana-La Vega,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7961,322,Transportes y movilidad,SI,11,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7961: ejecución en dos municipios / coste excesivo; se solicita su exclusión.,ejecución en dos municipios / coste excesivo; se solicita su exclusión,
Descartada por mesa y fuera de la final,Zona Sur 2,8498,Pasarela del Peral a la Flecha,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8498,215,Participación ciudadana - Asociaciones | Transportes y movilidad | Seguridad y emergencias | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8498: pasarela entre municipios; inviabilidad jurídica por competencias.,pasarela entre municipios; inviabilidad jurídica por competencias,
Descartada por mesa y fuera de la final,Zona Sur 2,7646,Sotechado pistas deportiva del CEIP Alonso Berruguete,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7646,212,,SI,12,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7646: infraestructura educativa de competencia autonómica.,infraestructura educativa de competencia autonómica,
Descartada por mesa y fuera de la final,Zona Sur 2,7787,Hacer comedor en el edificio de infantil del CEIP Alonso Berruguete,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7787,207,,SI,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7787: infraestructura educativa de competencia autonómica.,infraestructura educativa de competencia autonómica,
Descartada por mesa y fuera de la final,Zona Sur 2,8341,Acondicionamiento y mejora de zonas exteriores IES Pinar de la Rubia/CEIP Alonso,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8341,207,Asociaciones | Participación ciudadana | Deportes | Igualdad | Educación,SI,5,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8341: actuaciones educativas de competencia autonómica; se solicita exclusión.,actuaciones educativas de competencia autonómica; se solicita exclusión,
Descartada por mesa y fuera de la final,Zona Sur 2,8098,Creación de parque paralelo a la VA-30 entre Cañada Real y Carretera de Rueda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8098,174,Transportes y movilidad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8098: competencia del Ministerio de Transportes.,competencia del Ministerio de Transportes,
Descartada por mesa y fuera de la final,Zona Sur 2,8025,Pasos de peatones elevados y reductores de velocidad entorno EL PERAL,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8025,136,Transportes y movilidad | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8025: zona no consolidada urbanísticamente.,zona no consolidada urbanísticamente,
Descartada por mesa y fuera de la final,Zona Sur 2,7931,Carril bici seguro+conexión peatonal entre Urb. El Pinarillo y Puente Duero,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7931,117,Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,9,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7931: requiere intervenir sobre carreteras autonómicas; fuera del ámbito competencial municipal.,requiere intervenir sobre carreteras autonómicas; fuera del ámbito competencial municipal,
Descartada por mesa y fuera de la final,Zona Sur 2,8389,Instalación de reductores de velocidad en Zona Colegios Camino Viejo Simancas,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8389,108,Transportes y movilidad | Seguridad y emergencias | Urbanismo | Educación,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8389: la mesa la considera desfavorable y la da por descartada en su literalidad actual.,la mesa la considera desfavorable y la da por descartada en su literalidad actual,
Descartada por mesa y fuera de la final,Zona Sur 2,8384,Creación Instalaciones Deportivas al Aire Libre en parcela libre Villas Norte,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8384,80,Deportes | Medio Ambiente - Limpieza | Urbanismo,SI,4,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8384: parcela comprometida para otro equipamiento; se excluye.,parcela comprometida para otro equipamiento; se excluye,
Descartada por mesa y fuera de la final,Zona Sur 2,8390,Ampliar la biblioteca,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8390,75,Participación ciudadana - Asociaciones | Cultura,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8390: ampliación inviable por falta de espacio y coste excesivo.,ampliación inviable por falta de espacio y coste excesivo,
Descartada por mesa y fuera de la final,Zona Sur 2,7930,7930-Adquisición local en Covaresa para la Asociación de vecinos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7930,7,,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7930: propuesta principal del grupo; dotar de local a asociaciones se considera obligación municipal ordinaria.,Esta propuesta ha sido agrupada con la propuestas 8024 Y 8057 y  en consecuencia se analiza conjuntamente con estas. Siendo su estado final el que resulte de las propuestas 8024 y 8057.,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7930
Descartada por mesa y fuera de la final,Zona Sur 2,8229,Centro de Mayores,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8229,51,Servicios sociales,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8229: inviabilidad económica; consumiría todo el importe de la zona.,inviabilidad económica; consumiría todo el importe de la zona,
Descartada por mesa y fuera de la final,Zona Sur 2,7587,Parque canino,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7587,47,Salud y consumo - Animales | Medio Ambiente - Limpieza | Urbanismo,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7587: ubicación conflictiva junto a viviendas privadas.,ubicación conflictiva junto a viviendas privadas,
Descartada por mesa y fuera de la final,Zona Sur 2,8265,Centro de vida Activa en Parque Alameda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8265,33,Servicios sociales,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8265: coste demasiado elevado para el presupuesto de zona.,coste demasiado elevado para el presupuesto de zona,
Descartada por mesa y fuera de la final,Zona Sur 2,7813,Arboles en Parque Canino,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7813,26,Salud y consumo - Animales,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 7813: no es nueva creación sino mejora insuficientemente desarrollada.,no es nueva creación sino mejora insuficientemente desarrollada,
Descartada por mesa y fuera de la final,Zona Sur 2,7804,Ampliación de linea BUHO realizando el recorrido de la linea 2 (Inadmitida),https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7804,22,Transportes y movilidad,NO,,SI,Descartada / inadmitida por la mesa,NO,alta,ID 7804 AMPLIACIÓN DE LÍNEA DE BUHO REALIZANDO EL RECORRIDO LÍNEA 2 o 1D 8280 LIMITACIÓN DE VELOCIDAD EN ACCESO A ROTONDA VA-30. | o ID 8000 ACEQUIA DE VALLADOLID TRANSITABLE TODO EL AÑO LIMPIEZA Y MANTENIMIENTO,ID 7804 AMPLIACIÓN DE LÍNEA DE BUHO REALIZANDO EL RECORRIDO LÍNEA 2 o 1D 8280 LIMITACIÓN DE VELOCIDAD EN ACCESO A ROTONDA VA-30. | o ID 8000 ACEQUIA DE VALLADOLID TRANSITABLE TODO EL AÑO LIMPIEZA Y MANTENIMIENTO,
Descartada por mesa y fuera de la final,Zona Sur 2,8391,Centro de Mayores Parque Alameda,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8391,15,Servicios sociales,NO,,SI,Descartada / inadmitida por la mesa,NO,alta (revisión visual acta completa),ID 8391: coste demasiado elevado; impediría cualquier otro proyecto.,coste demasiado elevado; impediría cualquier otro proyecto,
Mesa y final,Zona Sur 2,8548,Iluminación en Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8548,107,Urbanismo,SI,6,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 2,7883,Creación de pasos ciclistas en Pso. Zorrilla (Parque Alameda).,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7883,62,Transportes y movilidad,SI,7,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 2,8139,Transformar un “retal” en un activo d relación social y de desarrollo sostenible,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8139,62,Salud y consumo - Animales | Medio Ambiente - Limpieza | Urbanismo,SI,1,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 2,8092,Carriles bici en Calle de los Vinos de Rueda y Calle de los Vinos de Cigales,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8092,43,Participación ciudadana - Asociaciones | Transportes y movilidad | Medio Ambiente - Limpieza | Urbanismo,SI,2,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 2,8254,Propuesta de intervención/restauración de la Plaza de las Merindades,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8254,35,Urbanismo,SI,8,NO,Seleccionada / ratificada por la mesa,SI,alta,ID detectada en tabla/listado de propuestas seleccionadas o ratificadas por la mesa,,
Mesa y final,Zona Sur 2,8090,Parque y espacio deportivo enfrente del CEIP El Peral,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8090,120,Deportes | Medio Ambiente - Limpieza | Urbanismo | Educación,SI,,NO,Seleccionada / ratificada por la mesa,SI,alta (revisión visual acta completa),"Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa.","Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa",
Final pero no detectada en mesa,Zona Sur 2,7868,ILUMINACIÓN PARQUE KILOMETRÍN CALLE OLIMPIADAS,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7868,89,,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 2,7590,PARADA DE BIKI EN PINAR DE ANTEQUERA Y ALUMBRADO SOLAR EN EL CARRIL BICI EXISTEN,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7590,81,,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Mesa y final,Zona Sur 2,8253,Aumentar la seguridad en pasos en Cañada Real,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8253,74,Transportes y movilidad,SI,,NO,Seleccionada / ratificada por la mesa,SI,alta (revisión visual acta completa),"Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa.","Acta Zona Sur 2, pág. 7: figura en la tabla de propuestas seleccionadas por la mesa",
Final pero no detectada en mesa,Zona Sur 2,8044,Creación de espacios exteriores cubiertos,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8044,72,Medio Ambiente - Limpieza | Urbanismo,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 2,8070,"SANTA ANA- Dinamización y mejora zona de juegos, iluminación y zona biosaludable",https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8070,65,"""Urbanismo""; | ""Salud y consumo - Animales"" y | ""Participación ciudadana - Asociaciones | Servicios sociales"";",NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 2,7702,Juegos niñ@s mayores y adolescentes,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/7702,58,Salud y consumo - Animales | Deportes,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
Final pero no detectada en mesa,Zona Sur 2,8022,Instalar mesas y bancos merenderos en el parque de Covaresa,https://www10.ava.es/presupuestosparticipativos/budgets/6/investments/8022,53,,NO,,NO,No detectada con claridad en acta,SI,no aplica,,,
